id	Meiosis	threshold	Genotype	GenotypeID	chr	start5	start3	stop5	stop3	debut	fin	type	chromatids	len_min	len_mid	len_max	nb_seg	seg_len_mid	seg_len_min	seg_len_max	seg_start5	seg_start3	seg_stop5	seg_stop3	PanHpM	GenomeHpM	Obs_Exp_HpM	nb_snp	seg_nb_SNP	SpAff	groupe	classe	LSB	LCO	LNCO	CutMin	CutMax	MaxNCO	MinNCO	midpoint	midpoint1	midpoint2	midpoint3	commande	Notes	B_type	extend	LocalEventHpM_PAN	LocalEventHpM_NWT	LocalEventHpM_NTEL	LocalEventHpM_DC	CO_NCO
56	OM1	1500	OM	1	5	15966	16323	18447	18515	16144.75	18480.75	(5:3)_(4:4)_(5:3a)_(4:4aCO)	2_nonsis	2125	2336	2548	4	550_1442_346	                      0_759_0	1099_2124_691	15966_16323_17824_18447	16323_17065_18447_18515	16323_17824_18447_173989	17065_18447_18515_174295	116.97	212	0.55	11	1_9_1	4_4_134	2	32	1	1	0	1	1	0	0	17312.75	17312.75	NA	NA	"                      graph_bin_annot3(5,14000,19000,c(1,2,3,4))"		Two-Sided Unidirectional	1274	116.9691	226.2127	235.5876	6.182	CO
57	OM1	1500	OM	1	5	173989	174295	174794	175154	174142	174974	(3:5)_(4:4)_(5:3)_(4:4aCO)	2_nonsis	500	832	1164	4	409_162_260	                      174_0_0	644_325_521	173989_174469_174633_174794	174295_174633_174794_175154	174469_174633_174794_183549	174633_174794_175154_183864	954.51	97	9.85	5	3_1_1	5_5_125	3	20	1	1	0	2	2	1	1	174558	174558	NA	NA	"                      graph_bin_annot3(5,172000,176000,c(1,2,5,6))"		One-Sided Bidirectional	582	954.5074	476.096	546.6664	18.3584	CO
58	OM1	1500	OM	1	5	183549	183864	184363	184684	183706.5	184523.5	3:5_4:4_3:5_3:5a	1	500	817	1134	4	180_388_52_196	                      0_350_0_0	361_427_103_393	183549_183864_184260_184291_184363	183864_183910_184291_184363_184684	183864_184260_184291_184363_256810	183910_184291_184363_184684_258361	188.53	94	2	7	1_4_1_1	3_3_3_34	2	14	1	0	1	1	1	1	1	184115	184115	NA	NA	"                      graph_bin_annot3(5,182000,185000,c(3,4))"		Two-Sided + patch	567	188.5325	215.2314	182.0812	1.3874	NCO
59	OM1	1500	OM	1	5	256810	258361	256810	258361	257198	257973	(4:4aCO)	2_nonsis	0	775	1550	1	0	0	0	256810	258361	318016	318309	62.68	129	0.49	0	0	0	1	100	1	1	0	1	1	0	0	257585.5	257585.5	NA	NA	"                      graph_bin_annot3(5,255000,259000,c(1,2,7,8))"		No Strand Transfer	775	62.6796	297.8845	180.041	4.8312	CO
60	OM1	1500	OM	1	5	318016	318309	318414	319404	318162.75	318908.75	02:06	1	106	746	1387	1	746	105	1388	318016_318414	318309_319404	318414_378395	319404_378586	1028.54	115	8.91	2	2	78	1	10.1	1	0	1	1	1	1	1	318535.75	318535.75	NA	NA	"                      graph_bin_annot3(5,317000,320000,c(7,8))"		Full Conversion	693.5	1028.5385	579.3078	507.8288	22.501	NCO
61	OM1	1500	OM	1	5	378395	378586	378586	379092	378490.75	378838.75	03:05	1	1	348	696	1	348	0	697	378395_378586	378586_379092	378586_414243	379092_414432	173.23	58	2.99	1	1	4	1	2	1	0	1	1	1	1	1	378664.75	378664.75	NA	NA	"                      graph_bin_annot3(5,377000,380000,c(3,4))"		One-Sided	348	173.2327	272.7578	304.4798	6.0834	NCO
62	OM1	1500	OM	1	5	414243	414432	414642	414720	414337.25	414681.25	(6:2)_(4:4aCO)	2_nonsis	211	344	476	2	344	210	477	414243_414642	414432_414720	414642_461582	414720_461594	393.85	40	9.94	3	3	56	1	15	1	1	0	1	2	1	0	414509.25	414509.25	NA	NA	"                      graph_bin_annot3(5,413000,415000,c(3,4,5,6))"		Full Conversion	238	393.8454	434.3955	441.6471	7.0758	CO
63	OM1	1500	OM	1	5	461582	461594	461594	462226	461588	461910	02:06	1	1	322	643	1	322	0	644	461582_461594	461594_462226	461594_509962	462226_510678	1574.39	54	29.41	1	1	78	1	10.1	1	0	1	1	1	1	1	461749	461749	NA	NA	"                      graph_bin_annot3(5,460000,463000,c(7,8))"		Full Conversion	321.5	1574.3943	807.4558	796.1646	36.0598	NCO
64	OM1	1500	OM	1	5	509962	510678	510678	511287	510320.25	510982.25	05:03	1	1	662	1324	1	662	0	1325	509962_510678	510678_511287	510678_566643	511287_576874	66.63	110	0.6	1	1	4	1	1	1	0	1	1	1	1	1	510651.25	510651.25	NA	NA	"                      graph_bin_annot3(5,508000,512000,c(3,4))"		One-Sided	662	66.628	106.1029	124.2993	1.661	NCO
65	OM1	1500	OM	1	6	43988	44192	44192	44748	44090	44470	05:03	1	1	380	759	1	380	0	760	43988_44192	44192_44748	44192_55864	44748_56533	224.56	63	3.55	1	1	3	1	1	1	0	1	1	1	1	1	44280	44280	NA	NA	"                      graph_bin_annot3(6,42000,45000,c(3,4))"		One-Sided	379.5	224.5609	548.7621	683.2943	21.3642	NCO
66	OM1	1500	OM	1	6	55864	56533	56533	56854	56198.5	56693.5	03:05	1	1	495	989	1	495	0	990	55864_56533	56533_56854	56533_88777	56854_89605	306.98	82	3.73	1	1	5	1	2	1	0	1	1	1	1	1	56446	56446	NA	NA	"                      graph_bin_annot3(6,54000,57000,c(5,6))"		One-Sided	494.5	306.9822	287.7667	249.9072	8.4598	NCO
67	OM1	1500	OM	1	6	88777	89605	91021	91098	89191.25	91059.25	(4:4aCO)_(5:3)_(4:4a)_(5:3)_(4:4a)	2_nonsis	1417	1868	2320	5	715_192_854_108	                      227_0_666_0	1203_385_1041_215	88777_89832_89980_90883_91021	89605_89980_90217_91021_91098	89832_89980_90883_91021_95849	89980_90217_91021_91098_96304	109.57	193	0.57	12	3_1_7_1	5678_5_5_5	1	12	1	1	0	1	1	0	0	90125.25	90125.25	NA	NA	"                      graph_bin_annot3(6,87000,92000,c(5,6,7,8))"		One-Sided Unidirectional	1160	109.566	155.1784	172.6097	1.5134	CO
68	OM1	1500	OM	1	6	95849	96304	96305	96502	96076.5	96403.5	02:06	1	2	327	652	1	327	1	653	95849_96305	96304_96502	96305_158086	96502_158256	1490.49	54	27.45	2	2	78	1	10.1	1	0	1	1	1	1	1	96240	96240	NA	NA	"                      graph_bin_annot3(6,94000,97000,c(7,8))"		Full Conversion	326	1490.4924	1922.523	2105.3191	129.8636	NCO
69	OM1	1500	OM	1	6	158086	158256	159616	159744	158171	159680	03:05	1	1361	1509	1657	1	1509	1360	1658	158086_159616	158256_159744	159616_204282	159744_204454	38.5	138	0.28	15	15	1	1	2	1	0	1	1	1	1	1	158925.5	158925.5	NA	NA	"                      graph_bin_annot3(6,157000,160000,c(1,2))"		One-Sided	828.5	38.4962	48.1222	45.7437	0.2828	NCO
70	OM1	1500	OM	1	6	204282	204454	205702	205793	204367.75	205747.75	(5:3)_(4:4)_(6:2)_(4:4aCO)	2_nonsis	1249	1380	1510	4	490_782_108	                      372_687_0	607_876_217	204282_204826_205576_205702	204454_204889_205702_205793	204826_205576_205702_229247	204889_205702_205793_229320	286.25	126	2.28	20	7_12_1	6_6_56	1	12	1	1	0	1	1	0	0	205057.75	205057.75	NA	NA	"                      graph_bin_annot3(6,203000,206000,c(1,2,5,6))"		One-Sided Unidirectional	755	286.2535	190.8693	167.5376	4.8128	CO
71	OM1	1500	OM	1	6	229247	229320	230462	230627	229283.5	230544.5	6:2_4:4_5:3_4:4_5:3	1	1143	1261	1379	5	304_327_192_141_296	                      239_222_0_0_189	369_432_385_282_404	229247_229559_229838_229991_230223_230462	229320_229616_229991_230223_230273_230627	229559_229838_229991_230223_230462_239066	229616_229991_230223_230273_230627_239639	245.29	115	2.14	11	2_5_1_1_2	12_12_1_1_1	1	7	1	0	1	1	1	1	1	229914	229914	NA	NA	"                      graph_bin_annot3(6,228000,231000,c(1,2))"		Full Conversion	689.5	245.2896	552.3524	515.1602	11.889	NCO
72	OM1	1500	OM	1	6	239066	239639	240385	240682	239352.5	240533.5	3:5_4:4_3:5a_4:4_3:5a	1	747	1181	1615	5	444_44_517_16_159	                      127_0_498_0_0	762_88_536_33_318	239066_239766_239828_240352_240364_240385	239639_239828_239854_240364_240385_240682	239766_239828_240352_240364_240385_269707	239828_239854_240364_240385_240682_270161	78.97	134	0.59	10	3_1_4_1_1	6_6_5_5_5	2	18	1	0	1	1	1	1	1	239943	239943	NA	NA	"                      graph_bin_annot3(6,238000,241000,c(5,6))"		Two-Sided + patch	807.5	78.9665	85.0328	80.3502	0.6256	NCO
73	OM1	1500	OM	1	7	21041	21167	21543	21569	21104	21556	5:3_4:4_5:3_6:2_5:3	1	377	452	527	5	91_38_58_83_182	                      5_7_12_9_133	177_69_103_157_232	21041_21172_21225_21253_21337_21543	21167_21218_21241_21328_21410_21569	21172_21225_21253_21337_21543_34992	21218_21241_21328_21410_21569_35217	1.48	44	0.03	18	2_2_2_2_10	4_4_4_3_3	1	3	1	0	1	1	1	1	1	21330	21330	NA	NA	"                      graph_bin_annot3(7,20000,22000,c(3,4))"		One-Sided + patch	263.5	1.4806	1.6968	0.4374	0	NCO
74	OM1	1500	OM	1	7	34992	35217	36018	36691	35104.5	36354.5	5:3_5:3a	1	802	1250	1698	2	230_1020	                      0_567	459_1474	34992_35217_36018	35217_35451_36691	35217_36018_55263	35451_36691_55957	67.62	141	0.48	10	1_9	3_34	2	11	1	0	1	1	1	1	1	35729.5	35729.5	NA	NA	"                      graph_bin_annot3(7,33000,37000,c(3,4))"		Two-Sided	849	67.6151	150.5903	120.1957	2.4498	NCO
75	OM1	1500	OM	1	7	55263	55957	55957	57501	55610	56729	02:06	1	1	1119	2237	1	1119	0	2238	55263_55957	55957_57501	55957_119177	57501_119852	360.78	186	1.94	1	1	78	1	10.1	1	0	1	1	1	1	1	56169.5	56169.5	NA	NA	"                      graph_bin_annot3(7,54000,58000,c(7,8))"		Full Conversion	1118.5	360.7781	596.1953	716.7031	7.4172	NCO
76	OM1	1500	OM	1	7	119177	119852	121176	121350	119514.75	121262.75	5:3_4:4_5:3a	1	1325	1748	2172	3	1150_390_208	                      543_0_0	1756_781_417	119177_120395_120933_121176	119852_120933_121176_121350	120395_120933_121176_139179	120933_121176_121350_139322	392.86	181	2.17	5	3_1_1	3_3_4	2	15	1	0	1	1	1	1	1	120388.75	120388.75	NA	NA	"                      graph_bin_annot3(7,118000,122000,c(3,4))"		Two-Sided	1086	392.8583	412.7978	319.8524	7.685	NCO
77	OM1	1500	OM	1	7	139179	139322	139797	140188	139250.5	139992.5	(2:6)_(4:4)_(4:4aCO)	2_nonsis	476	742	1008	3	81_661	                      0_456	162_866	139179_139322_139797	139322_139341_140188	139322_139797_178509	139341_140188_179910	8.39	84	0.1	8	1_7	78_78	1	12	1	1	0	1	1	0	0	139621.5	139621.5	NA	NA	"                      graph_bin_annot3(7,138000,141000,c(1,2,7,8))"		One-Sided Unidirectional	504	8.3902	12.11	9.5239	0.1726	CO
78	OM1	1500	OM	1	7	178509	179910	180364	181069	179209.5	180716.5	03:05	1	455	1507	2559	1	1507	454	2560	178509_180364	179910_181069	180364_244757	181069_245112	338.08	213	1.59	3	3	6	1	2	1	0	1	1	1	1	1	179963	179963	NA	NA	"                      graph_bin_annot3(7,177000,182000,c(5,6))"		One-Sided	1279.5	338.0753	360.0302	234.9511	5.476	NCO
79	OM1	1500	OM	1	7	244757	245112	245422	245686	244934.25	245554.25	(6:2)_(4:4aCO)	2_nonsis	311	620	928	2	620	310	929	244757_245422	245112_245686	245422_271422	245686_271683	244.8	77	3.17	2	2	78	1	15	1	1	0	1	2	1	0	245244.25	245244.25	NA	NA	"                      graph_bin_annot3(7,243000,246000,c(1,2,7,8))"		Full Conversion	464	244.7961	247.4425	236.7196	3.1736	CO
80	OM1	1500	OM	1	7	271422	271683	273422	273707	271552.5	273564.5	(3:5)_(4:4ai)_(4:4bCO)	3	1740	2012	2284	0	1442_570	                      885_0	2000_1139	271422_272568_273422	271683_273422_273707	272568_273422_345438	273422_273707_345471	1943.07	190	10.22	5	4_1	6_135	0	2	2	1	1	2	2	1	1	272558.5	272055.5	273061.5	NA	"                      graph_bin_annot3(7,270000,274000,c(1,2,3,4,5,6))"		>2 Chr CO	1142	1943.0691	1847.4323	2507.578	139.0178	CO
81	OM1	1500	OM	1	7	345438	345471	347682	348496	345454.75	348088.75	5:3_5:3a	1	2212	2634	3057	2	257_2378	                      40_1770	474_2985	345438_345511_347682	345471_345912_348496	345511_347682_427600	345912_348496_427741	311.42	255	1.22	19	2_17	6_56	2	11	1	0	1	1	1	1	1	346771.75	346771.75	NA	NA	"                      graph_bin_annot3(7,344000,349000,c(5,6))"		Two-Sided	1528.5	311.4241	385.1878	370.054	13.7698	NCO
82	OM1	1500	OM	1	7	427600	427741	431344	431867	427670.5	431605.5	(3:5)_(4:4)_(5:3)_(4:4aCO)_(5:3)_(4:4a)	2_nonsis	3604	3935	4266	6	309_259_910_224_2233	                      66_0_695_0_1877	552_518_1126_447_2589	427600_427807_428152_429020_429278_431344	427741_428152_428325_429278_429467_431867	427807_428152_429020_429278_431344_442184	428152_428325_429278_429467_431867_442299	1221.02	355	3.44	25	2_1_10_1_11	3_3_123_4_4	3	20	1	1	0	2	2	1	1	429638	429638	NA	NA	"                      graph_bin_annot3(7,426000,432000,c(1,2,3,4))"		One-Sided Bidirectional	2133	1221.0193	776.4068	664.8584	18.8438	CO
83	OM1	1500	OM	1	7	442184	442299	443342	443602	442241.75	443471.75	03:05	1	1044	1230	1417	1	1230	1043	1418	442184_443342	442299_443602	443342_451346	443602_451921	276.88	118	2.35	10	10	2	1	2	1	0	1	1	1	1	1	442856.75	442856.75	NA	NA	"                      graph_bin_annot3(7,441000,444000,c(1,2))"		One-Sided	708.5	276.8762	491.2981	569.1857	13.5302	NCO
84	OM1	1500	OM	1	7	451346	451921	452589	452990	451633.5	452789.5	5:3_4:4_5:3a	1	669	1156	1643	3	619_190_347	                      288_0_0	950_380_694	451346_452209_452296_452589	451921_452296_452589_452990	452209_452296_452589_531741	452296_452589_452990_532320	1037.92	137	7.59	4	2_1_1	6_6_5	2	15	1	0	1	1	1	1	1	452211.5	452211.5	NA	NA	"                      graph_bin_annot3(7,450000,453000,c(5,6))"		Two-Sided	821.5	1037.9158	903.5487	829.9012	24.7056	NCO
85	OM1	1500	OM	1	7	531741	532320	533847	533952	532030.5	533899.5	3:5_4:4_5:3	2_nonsis	1528	1869	2210	3	899_714_256	                      0_0_100	1798_1427_413	531741_532320_533539_533847	532320_533539_533747_533952	532320_533539_533847_559914	533539_533747_533952_560083	24.18	184	0.13	4	1_1_2	2_2_4	3	30	1	0	1	2	2	2	2	532965	532965	NA	NA	"                      graph_bin_annot3(7,530000,534000,c(1,2,3,4))"		Two Chr	1105	24.1835	58.8376	57.0993	0.1168	NCO
86	OM1	1500	OM	1	7	559914	560083	560364	560455	559998.5	560409.5	(5:3)_(3:5)_(4:4aCO)	2_nonsis	282	411	540	3	225_186	                      0_0	450_372	559914_560083_560364	560083_560364_560455	560083_560364_609614	560364_560455_609644	61.2	45	1.36	2	1_1	6_5678	3	20	1	1	0	2	2	1	1	560204	560204	NA	NA	"                      graph_bin_annot3(7,558000,561000,c(5,6,7,8))"		One-Sided Bidirectional	270	61.199	57.3649	61.9497	0.2336	CO
87	OM1	1500	OM	1	7	609614	609644	609958	610218	609629	610088	(5:3)_(4:4aCO)_(5:3)_(4:4a)	2_nonsis	315	459	603	4	112_82_264	                      88_10_71	136_155_458	609614_609732_609760_609958	609644_609750_609887_610218	609732_609760_609958_635353	609750_609887_610218_635861	2419.83	50	48.19	11	5_2_4	678_5_5	1	12	1	1	0	1	1	0	0	609858.5	609858.5	NA	NA	"                      graph_bin_annot3(7,608000,611000,c(5,6,7,8))"		One-Sided Unidirectional	301.5	2419.8293	1731.891	1994.5355	83.2332	CO
88	OM1	1500	OM	1	7	635353	635861	635861	636660	635606.75	636260.75	05:03	1	1	654	1306	1	654	0	1307	635353_635861	635861_636660	635861_701596	636660_701914	55.77	109	0.51	1	1	4	1	1	1	0	1	1	1	1	1	635933.75	635933.75	NA	NA	"                      graph_bin_annot3(7,634000,637000,c(3,4))"		One-Sided	653	55.7701	79.9315	71.7708	0.6004	NCO
89	OM1	1500	OM	1	7	701596	701914	703157	703857	701755	703507	6:2_5:3	1	1244	1752	2260	2	1219_533	                      877_0	1561_1066	701596_702791_703157	701914_703157_703857	702791_703157_733970	703157_703857_733979	325.24	188	1.73	12	11_1	34_3	1	7	1	0	1	1	1	1	1	702631	702631	NA	NA	"                      graph_bin_annot3(7,700000,704000,c(3,4))"		Full Conversion	1130	325.2432	283.0269	356.6857	5.3802	NCO
90	OM1	1500	OM	1	7	733970	733979	734573	734668	733974.5	734620.5	(2:6)_(5:3)_(2:6)_(4:4aCO)	2_nonsis	595	646	697	4	252_225_169	                      144_0_0	360_450_338	733970_734123_734330_734573	733979_734330_734573_734668	734123_734330_734573_799970	734330_734573_734668_800086	2.96	58	0.05	4	2_1_1	12_123_123	3	20	1	1	0	2	2	1	1	734297.5	734297.5	NA	NA	"                      graph_bin_annot3(7,732000,735000,c(1,2,3,4))"		One-Sided Bidirectional	348.5	2.9612	2.7708	1.6173	0	CO
91	OM1	1500	OM	1	7	799970	800086	803311	803780	800027.75	803545.75	(3:5)_(3:5a)_(3:5b)_(4:4aCO)	2_nonsis	3226	3518	3809	4	278_2546_692	                      85_2108_155	472_2985_1230	799970_800171_802550_803311	800086_800442_803156_803780	800171_802550_803311_848452	800442_803156_803780_848688	1288.14	317	4.06	13	3_7_3	3_34_23	2	31	1	1	0	1	1	0	0	801786.75	801786.75	NA	NA	"                      graph_bin_annot3(7,798000,804000,c(1,2,3,4))"		Two-Sided Unidirectional	1904.5	1288.1408	1218.928	1284.1716	50.4964	CO
92	OM1	1500	OM	1	7	848452	848688	850043	850236	848569.75	850139.75	5:3_3:5_4:4_3:5	2_nonsis	1356	1570	1783	4	341_603_38_588	                      0_370_9_472	682_836_67_703	848452_848688_849504_849533_850043	848688_849134_849524_849571_850236	848688_849504_849533_850043_913000	849134_849524_849571_850236_913222	3939.93	148	26.54	13	1_4_2_6	3_13_1_1	3	30	1	0	1	2	2	2	2	849354.75	849354.75	NA	NA	"                      graph_bin_annot3(7,847000,851000,c(1,2,3,4))"		Two Chr	891.5	3939.9341	1847.6214	2249.2514	89.5876	NCO
93	OM1	1500	OM	1	7	913000	913222	915939	916059	913111	915999	3:5_5:3_4:4_5:3_3:5_5:3_5:3a	2_nonsis	2718	2888	3058	7	196_380_337_288_365_576_746	                      0_0_1_41_21_0_248	393_760_673_534_709_1153_1243	913000_913222_913393_913983_914107_914538_914816_915939	913222_913393_913982_914066_914517_914816_915691_916059	913222_913393_913983_914107_914538_914816_915939_948202	913393_913982_914066_914517_914816_915691_916059_949014	926.38	255	3.64	11	1_1_2_2_2_1_2	378_78_3_3_78_78_34	3	30	1	0	1	2	2	2	2	914555	914555	NA	NA	"                      graph_bin_annot3(7,912000,917000,c(3,4,7,8))"		Two Chr	1529	926.3756	692.4439	775.6247	11.4784	NCO
94	OM1	1500	OM	1	7	948202	949014	950926	951196	948608	951061	(2:6)_(4:4aCO)_(3:5)_(4:4a)	2_nonsis	1913	2453	2993	4	839_844_770	                      418_694_500	1260_994_1040	948202_949432_950156_950926	949014_949462_950426_951196	949432_950156_950926_1050064	949462_950426_951196_1050446	18.26	249	0.07	13	3_7_3	78_56_6	1	12	1	1	0	1	1	0	0	949834.5	949834.5	NA	NA	"                      graph_bin_annot3(7,947000,952000,c(5,6,7,8))"		One-Sided Unidirectional	1496.5	18.261	25.2006	17.6252	0	CO
95	OM1	1500	OM	1	7	1050064	1050446	1052107	1052468	1050255.25	1052287.25	(2:6)_(4:4aCO)_(6:2)_(4:4bCO)	3	1662	2032	2403	0	496_782_754	                      0_36_134	993_1527_1375	1050064_1050446_1051093_1052107	1050446_1051057_1051973_1052468	1050446_1051093_1052107_1064130	1051057_1051973_1052468_1090940	731.92	200	3.66	7	1_2_4	12_78_12	0	3	2	1	1	2	2	1	1	1051271.25	1050763.25	1051779.25	NA	"                      graph_bin_annot3(7,1049000,1053000,c(1,2,5,6,7,8))"	"Not dCO, 1CO 1NCO"	>2 Chr CO	1201.5	731.9206	711.0659	607.7646	9.7274	CO
96	OM1	1500	OM	1	8	81320	81666	81685	82351	81493	82018	(2:6)_(4:4aCO)	2_nonsis	20	525	1030	2	525	19	1031	81320_81685	81666_82351	81685_98484	82351_98622	137.7	86	1.61	2	2	56	1	16	1	1	0	1	2	1	0	81755.5	81755.5	NA	NA	"                      graph_bin_annot3(8,80000,83000,c(1,2,5,6))"		Full Conversion	515	137.6978	98.9704	71.6584	0.7832	CO
97	OM1	1500	OM	1	8	98484	98622	98643	99089	98553	98866	05:03	1	22	313	604	1	313	21	605	98484_98643	98622_99089	98643_120445	99089_121477	375.09	50	7.46	2	2	6	1	1	1	0	1	1	1	1	1	98709.5	98709.5	NA	NA	"                      graph_bin_annot3(8,97000,100000,c(5,6))"		One-Sided	302	375.0908	319.1068	300.5226	2.9804	NCO
98	OM1	1500	OM	1	8	120445	121477	122655	122848	120961.25	122751.25	(5:3)_(3:5)_(6:2)_(4:4aCO)	2_nonsis	1179	1790	2402	4	842_598_350	                      141_182_22	1542_1015_679	120445_121618_122169_122655	121477_121987_122633_122848	121618_122169_122655_195826	121987_122633_122848_195949	2659.69	200	13.3	7	2_2_3	5_12_126	3	20	1	1	0	2	2	1	1	121856.25	121856.25	NA	NA	"                      graph_bin_annot3(8,119000,123000,c(1,2,5,6))"		Two-Sided Bidirectional	1201	2659.69	1860.0822	1919.6726	70.004	CO
99	OM1	1500	OM	1	8	195826	195949	196180	196402	195887.25	196291.25	(6:2)_(4:4aCO)	2_nonsis	232	404	575	2	404	231	576	195826_196180	195949_196402	196180_267804	196402_268308	0.99	48	0.02	3	3	34	1	15	1	1	0	1	2	1	0	196089.25	196089.25	NA	NA	"                      graph_bin_annot3(8,194000,197000,c(3,4,5,6))"		Full Conversion	287.5	0.9871	1.7611	0.9576	0	CO
100	OM1	1500	OM	1	8	267804	268308	272512	273164	268056	272838	3:5_2:6	2_nonsis	4205	4782	5359	2	1827_2955	                      1186_2240	2468_3670	267804_269494_272512	268308_270272_273164	269494_272512_369483	270272_273164_369871	373.12	446	0.84	7	3_4	278_2	3	30	1	0	1	1	2	2	1	270447	270447	NA	NA	"                      graph_bin_annot3(8,266000,274000,c(1,2,7,8))"		Two Chr	2679.5	373.1166	251.7105	200.7085	0.8484	NCO
101	OM1	1500	OM	1	8	369483	369871	371744	371815	369677.25	371779.25	2:6_4:4_5:3	2_nonsis	1874	2102	2331	3	600_1230_274	                      27_613_0	1172_1846_547	369483_369898_371268_371744	369871_370655_371744_371815	369898_371268_371744_378234	370655_371744_371815_378579	668.75	194	3.45	10	2_7_1	78_78_1	3	30	1	0	1	2	2	2	2	370728.25	370728.25	NA	NA	"                      graph_bin_annot3(8,368000,372000,c(1,2,7,8))"		Two Chr	1165.5	668.7474	597.5472	534.1435	8.0566	NCO
102	OM1	1500	OM	1	8	378234	378579	378642	378942	378406.25	378792.25	(4:4aCO)_(6:2)_(4:4a)	2_nonsis	64	386	707	3	224_162	                      39_0	408_324	378234_378618_378642	378579_378642_378942	378618_378642_399043	378642_378942_399050	3.45	59	0.06	3	2_1	3456_34	1	12	1	1	0	1	1	0	0	378599.25	378599.25	NA	NA	"                      graph_bin_annot3(8,377000,379000,c(3,4,5,6))"		One-Sided Unidirectional	353.5	3.4548	2.2473	1.1388	0	CO
103	OM1	1500	OM	1	8	399043	399050	399050	399235	399046.5	399142.5	05:03	1	1	96	191	1	96	0	192	399043_399050	399050_399235	399050_510752	399235_510778	0.49	16	0.03	1	1	3	1	1	1	0	1	1	1	1	1	399094.5	399094.5	NA	NA	"                      graph_bin_annot3(8,398000,400000,c(3,4))"		One-Sided	95.5	0.4935	0.8309	0.3419	0	NCO
104	OM1	1500	OM	1	8	510752	510778	512291	512682	510764.75	512486.75	(5:3)_(4:4)_(5:3)_(6:2)_(4:4aCO)	2_nonsis	1514	1722	1929	5	182_652_110_777	                      132_561_0_526	233_744_219_1028	510752_510910_511546_511654_512291	510778_510985_511654_511765_512682	510910_511546_511654_512291_516468	510985_511654_511765_512682_516616	371.14	161	2.31	12	4_3_1_4	2_2_2_1	1	12	1	1	0	1	1	0	0	511625.75	511625.75	NA	NA	"                      graph_bin_annot3(8,509000,513000,c(1,2,7,8))"		One-Sided Unidirectional	964.5	371.1425	289.2927	316.9294	2.928	CO
105	OM1	1500	OM	1	8	516468	516616	517036	517336	516542	517186	2:6_3:5_2:6_3:5	1	421	644	867	4	92_82_144_326	                      0_0_32_128	183_163_257_525	516468_516616_516651_516811_517036	516616_516651_516779_516908_517336	516616_516651_516811_517036_525505	516651_516779_516908_517336_562643	651.97	72	9.03	9	1_1_3_4	56_5_5_5	1	8	1	0	1	1	1	1	1	516864	516864	NA	NA	"                      graph_bin_annot3(8,515000,518000,c(5,6))"		Full Conversion	433.5	651.9671	2109.6741	1707.2029	109.112	NCO
